rag_accuracy,rag_latency,rag_match,context_key,rag_context_key,prompt
0.8666666666666667,0.003988615237176418,1,SplitRPC-sigmetrics23,SplitRPC-sigmetrics23,What are the two versions of SplitRPC implemented?
0.8666666666666667,0.003951226361095905,1,SplitRPC-sigmetrics23,SplitRPC-sigmetrics23,How does SplitRPC handle incoming network packets?
0.8666666666666667,0.004039475694298744,1,SplitRPC-sigmetrics23,SplitRPC-sigmetrics23,What latency reduction did SplitRPC achieve with commodity NICs?
0.8666666666666667,0.004095311276614666,0,extra-distributed-monitoring,SplitRPC-sigmetrics23,How does the t-digest data structure contribute to the framework’s efficiency?
0.8666666666666667,0.00970179308205843,1,cacheblend,cacheblend,"What distinguishes CacheBlend from related work like PromptCache, vLLM, and other context compression techniques?"
0.8666666666666667,0.00412099901586771,1,cacheblend,cacheblend,In what way does the Fusor merge caches using layer-wise recomputation?
0.8666666666666667,0.004169432446360588,1,cacheblend,cacheblend,What does selective recomputation mean in CacheBlend?
0.8666666666666667,0.004329163581132889,1,extra-biology,extra-biology,How does epigenetic transgenerational inheritance differ from classical genetics?
0.8666666666666667,0.004247994162142277,1,extra-biology,extra-biology,What is epigenetic transgenerational inheritance?
0.8666666666666667,0.004105116240680218,1,extra-biology,extra-biology,"From which language and prefix does the term ""epigenetics"" originate?"
0.8666666666666667,0.004100278951227665,1,extra-distributed-monitoring,extra-distributed-monitoring,"What is edge ML, and why is it particularly suitable for fraud detection in mobile payments?"
0.8666666666666667,0.004104765132069588,1,extra-distributed-monitoring,extra-distributed-monitoring,In what ways does this work lay the foundation for robust edge ML operations in real-world deployments?
0.8666666666666667,0.004360462538897991,1,extra-estimate-performance,extra-estimate-performance,What datasets were used to create the evaluation cases for testing PAPE and other methods?
0.8666666666666667,0.004122420214116573,1,extra-estimate-performance,extra-estimate-performance,What limitations of PAPE are discussed in the paper regarding coverage of the reference distribution?
0.8666666666666667,0.0041753994300961494,1,extra-estimate-performance,extra-estimate-performance,What does the acronym PAPE stand for?
0.8666666666666667,0.007658172398805618,1,extra-leonardo,extra-leonardo,How does the report describe Leonardo’s curiosity?
0.8666666666666667,0.004037005826830864,1,extra-leonardo,extra-leonardo,Which famous sketch by Leonardo illustrates the harmony between art and science?
0.8666666666666667,0.004072275944054127,1,extra-leonardo,extra-leonardo,What is the name of Leonardo’s most famous painting mentioned in the report?
0.8666666666666667,0.004116221331059933,0,metron-nsdi18,extra-leonardo,Which organizations funded the research?
0.8666666666666667,0.004326061345636845,1,metron-nsdi18,metron-nsdi18,How does graph synthesis via SNF contribute to Metron's control plane?
0.8666666666666667,0.004276909865438938,0,sigcomm24-crux,metron-nsdi18,Which network topologies can Crux's design generalize to?
0.8666666666666667,0.004047295078635216,1,metron-nsdi18,metron-nsdi18,What strategy does Metron use for dynamic scaling of NFs?
0.8666666666666667,0.004443088546395302,1,osdi24-agrawal,osdi24-agrawal,What is the core innovation proposed by Sarathi-Serve to address the throughput-latency tradeoff in LLM inference?
0.8666666666666667,0.004341707564890385,1,osdi24-agrawal,osdi24-agrawal,What are the three main performance metrics used to evaluate LLM inference systems?
0.8666666666666667,0.004351906478404999,0,osdi24-sun-biao,osdi24-agrawal,How does Llumnix compare to INFaaS++ in P99 latency reduction?
0.8666666666666667,0.004089571535587311,1,osdi24-agrawal,osdi24-agrawal,What are the two primary scheduling strategies used in existing LLM inference systems?
0.8666666666666667,0.008310941979289055,1,osdi24-sun-biao,osdi24-sun-biao,How does Llumnix minimize downtime during request migration?
0.8666666666666667,0.00408614706248045,1,osdi24-sun-biao,osdi24-sun-biao,What is the measured overhead of Llumnix's migration mechanism?
0.8666666666666667,0.004445201717317104,1,sigcomm24-crux,sigcomm24-crux,How does Crux's path selection mechanism benefit high-GPU-intensity jobs?
0.8666666666666667,0.0040634553879499435,1,sigcomm24-crux,sigcomm24-crux,Which metric does Crux introduce to prioritize communication scheduling?
